feature1,feature2,feature3,feature4,feature5,feature6,feature7,target
77.1320643266746,2.07519493594015,63.36482349262754,74.88038825386118,49.85070123025904,22.479664553084767,19.8062864759624,55.43923787235258
76.05307121989587,16.911083656253545,8.833981417401027,68.53598183677973,95.33933461949366,0.39482663279144514,51.21922633857766,123.71351452099371
81.26209616521135,61.25260668293882,72.17553174317996,29.187606817063315,91.77741225129435,71.45757833976906,54.254436801126126,172.0908755567365
14.217004760152696,37.33407600514692,67.41336150663453,44.18331744229961,43.40139933332937,61.77669784693172,51.31382425543909,39.353348909088965
65.03971819314673,60.103895340454436,80.52231968327465,52.16471523936341,90.86488808086682,31.92360889885453,9.045934927090737,-5.004996163370393
30.070005663620336,11.398436186354976,82.86813263076766,4.689631938924976,62.628714831139256,54.758615591924354,81.92869956700687,-27.61686026941
19.89475396788123,85.68503024577332,35.16526394320879,75.46476915298572,29.59617068796787,88.39364795611863,32.55116378322488,68.5898012230084
16.501589771914848,39.25292439465873,9.34603745586503,82.11056578369285,15.115201964256386,38.411444869219956,94.42607122388011,64.74598841099295
98.76254749018723,45.63045470947841,82.61228438427398,25.137413420705933,59.73716482308843,90.28317603316273,53.45579488018151,133.7146931991393
59.02013629854229,3.9281767225387343,35.718175863453624,7.961309015596418,30.54599183428183,33.0719311982132,77.38302962105959,81.43210939899292
3.9959208689977266,42.94921784316384,31.49268718426883,63.64911430675446,34.634715008003305,4.309735620499444,87.9915174517916,19.942051410937914
76.3240587143681,87.80966427248583,41.7509143839267,60.55775643937567,51.34666274082884,59.783664796297366,26.221566113195028,204.6797996318491
30.087130894070725,2.539978205010607,30.306256065103476,24.207587540352737,55.75781886626442,56.550701988816755,47.513224741505056,91.78440900130622
29.27979762895091,6.425106069482444,97.88191457576426,33.970784363786365,49.50486308824543,97.70807259226818,44.077382490066654,-128.71461267194005
31.82728054789512,51.97969858753802,57.81364298824675,85.39337505004863,6.809727353795003,46.45308077793325,78.19491186191485,27.144956975124252
71.86028103822503,58.60219800531758,3.7094413234407875,35.0656391283133,56.3190684492745,29.972987242456284,51.233415327354926,121.3209790459454
67.34669252847205,15.91937333780935,5.047767015399762,33.78158870646794,10.806377277945256,17.89028085710904,88.58270961677057,234.62848506696184
36.536497121411585,21.876934917953673,75.24961702186029,10.687958439356915,74.46032407755607,46.97852934404945,59.825567127910915,-17.505612901319612
14.762019228529766,18.403482209315126,64.50721264682419,4.862800626340558,24.861250780276944,54.24085162280042,22.67733432700092,-21.700499531364404
38.14115349046321,92.22327869035463,92.53568728677767,56.6749924575,53.34708849890026,1.4860024633228108,97.7899263402005,92.58137893135195
57.302890403318585,79.1756996276624,56.15573602763689,87.73352415649347,58.41958285306755,70.88498263689551,14.853345135645856,77.23731947554006
42.84507389678964,69.38900663424117,10.461974452285316,43.960523777459045,16.620214770453366,50.69786292640474,81.90358641362126,220.52140531230233
9.010673472443854,80.00687506941452,56.51263539578045,58.93477116806074,19.81006572162689,43.61182553388343,29.590376222083737,77.14402238043769
3.7557675941677693,3.0684840372946276,45.31050002012334,74.48640769500678,55.72954062363969,38.51135995654865,16.80727975326186,-82.91263930217156
83.82613207036928,59.90517974614926,78.27148182449712,84.85091818947146,60.31629758620348,78.10606172902821,61.57368760335693,96.24588659785569
2.1165191172154985,75.04646104874911,17.60421332836939,45.8514206237273,51.31227077322451,48.40208902868258,84.43857945393476,23.14252924989361
17.481389482211938,1.46348751032499,84.87640718112321,74.2674577299434,45.66975353201722,41.68984070493777,11.672951094696327,-100.74664028192615
33.86791329893397,9.465904074365305,71.58308727513142,7.708540441603862,20.59502583689725,57.37762314512022,29.383155520376803,-23.74498187072745
65.57267427145982,80.35683477432197,35.12135029964087,9.344037694376706,81.3316083670804,78.48667182769469,39.34191124365154,151.81265737005222
86.44791938019533,38.40307681157324,25.730288720500383,82.94019198272359,73.63827038385634,50.76009080549594,64.43266150414169,194.94893217070054
21.31865653786481,89.57089487035581,96.59462515078151,31.700156230578813,86.55526182272831,31.028370694011898,2.526394543181709,-52.22837790226896
4.919515777372863,18.46268380142655,6.903334161725406,25.74754234045431,91.35817315706745,45.784951197441046,13.021178947959488,19.43763293150799
80.98916654001786,40.3469840480666,2.443264498316411,85.68310426277526,27.42948190153962,70.91059640719905,35.577234282366334,318.18766197625837
79.43090618265342,84.46188611438505,53.81475171399585,55.908651640325836,12.250998143741986,37.76419185740802,42.874732912904264,130.51575548093018
51.120864628546535,89.17625699356942,30.021061159401306,39.64418788784505,79.32732330276141,41.227607735340065,18.486754999091236,79.25676762910172
84.02473160883905,56.92713997012885,6.0050205550819635,98.89169741962012,22.87823332019653,61.470171298016965,36.80266808354594,210.76621348016792
80.27759363482464,62.756185270562895,82.12164761982604,28.825313879221635,27.47951315927687,60.105189113251,93.85141972093375,143.77455782767834
70.72963093414373,26.340316495675754,12.233592111500503,45.872422918986366,97.48124993966691,68.05743744444447,19.325373228646104,69.18877858254196
4.673922716139501,95.26439367706239,85.86490154684266,82.79031757485711,96.39005228382828,59.893644907267486,93.09158358477515,82.96422401652951
14.67688142787268,11.39603087546922,37.20289021738344,76.65601265709068,32.114203146495946,63.803508134462675,0.9221101669878884,73.71701414103005
54.346503847491604,33.775464688518355,89.80243088495153,94.07070384832232,38.41218491535694,39.611779234059696,89.7279944819348,7.226441166757809
5.882236810184704,40.5379288429569,13.017554063091241,8.696940892461757,78.39642869589878,30.45733553466201,58.4055872555269,53.215202454175376
87.8466178426663,88.07920606135406,60.09542072456764,64.52277456840332,5.662820283810621,29.74840969759218,69.17746075764666,193.24441783102017
18.902945285563533,80.30075367168979,51.47637498567128,75.72860403156147,17.77887486170979,8.262029129549276,48.20719697228585,50.628315474229275
52.88538793621262,69.6308271808997,20.47616140301962,67.13723299573634,79.32693253264206,4.1737812516961075,96.3357505721491,137.9871035233194
97.53927171733328,55.066078422181505,6.490698240660963,34.52367898618574,2.042996881149528,80.0851809783616,20.792709813215136,287.29424308443345
14.325251090518199,69.98939845292527,5.794980601005473,25.660756684899656,51.0331784548845,99.5258784820256,14.651567931680166,45.14216901367114
44.95147775986764,60.14403761828062,9.727249413988016,28.873488054197527,72.0799901907407,55.08060640409488,83.85770150538873,134.8244315818344
58.033135146797655,18.45717366096261,61.550211705854075,88.69550884686103,51.67892778204419,62.61436691264234,50.50591175564612,56.82812110054411
90.96625765865544,41.33046555645703,53.5468716291723,34.26431255645266,12.95767771432601,66.28217513999888,93.56700019956496,122.10692819745125
61.2729181929054,84.27384994497643,21.79084362028427,90.31717397299215,0.9769977119685747,22.581272666343477,13.205512727198688,210.5589700853098
90.75429465160511,91.0230636659763,58.10579071349049,8.749305252390538,11.687943957439817,77.10712553078545,73.2795268796522,141.16519036778323
8.71283569325122,35.74631981198847,77.32116217522615,13.14716016117561,53.783243385397405,75.47235662269492,27.252617599113517,63.741443608591254
56.65169959073283,47.668497071666195,55.66206925418394,44.07370574138011,69.37373642619117,71.82371803196472,75.63823578955984,57.62160191728265
3.7322009011339086,67.88353968929813,47.72208009079344,10.017138767093215,61.41962337146904,83.79145089661961,73.38940376588334,-15.722039695905462
32.156558271190725,6.785531108690035,3.733023706427252,55.91253039604821,16.085269926854785,26.788818570209184,23.571195643599697,69.19785691422322
1.93474616178273,15.168642439497916,3.3902513132561762,98.18348580878782,36.04853101540587,82.5464528562017,41.223740851745525,21.78853625110988
25.317914630993986,23.67108764801604,77.31155992767138,67.12569051256317,70.6330885200667,85.31554131904021,52.20495668360079,-24.972833720615238
44.276965332145124,55.37484412555037,65.199484840611,78.85538744752402,89.22694516926879,30.910515867905374,13.560977226706928,114.5444514483824
75.09266518441873,52.68332215370758,78.4738580760474,42.99261028565723,83.8846587613526,53.735402542362955,25.04239331501743,143.306075003518
5.889401144077377,9.194928490764765,17.41999431414464,43.925435059827535,81.09342250751058,91.04021236063346,57.609071201198766,95.30460112895277
29.11544297803492,65.17863717812156,63.79207007555681,50.35747397173306,96.55527156217963,80.66911496104903,92.85193564036172,24.82028440135568
61.3935126664438,98.20039163431012,71.49879558453262,0.8659271417291059,28.814558099381117,84.13986575018212,44.317708702734734,192.73968111366753
17.304972347660364,11.452711222626355,79.78805960212307,64.89051514456138,50.174599814699604,28.564020823216516,63.669582848539164,-162.26662445793903
36.83419053302235,53.953854335225195,76.20668019798758,83.98874811543806,10.495741202168796,51.063130834591576,64.54886627441758,36.9156944233184
15.30668142526591,0.17596491043597728,96.70457532300503,80.78665332650922,27.406758936347153,27.908960707212593,12.067964142197818,-58.463903674564676
48.0688264990857,93.23019787625626,91.49274257682686,24.387509597581104,39.48582964158739,97.0239530226589,27.56196336037614,78.49752722385901
93.78494408664137,76.90121570235064,88.47186881060605,87.10049752440003,14.647095922681508,78.91887879251763,90.92222456715098,215.55617290356173
83.8170548530705,71.20311863871623,30.73794185374644,35.37845547709894,23.63533952237783,8.981163906322553,19.447817432203816,209.1332581099334
61.58078753671168,93.20836755651094,69.10839497831097,56.28470467042563,26.375579541254226,52.71468808849665,80.43829147090844,45.6676424478958
29.507589390599865,18.33385505595009,1.9732459506620614,74.33212319725496,3.82934041858366,43.36796689738486,83.20847613127486,104.34557430920766
1.3458558499757745,50.93353915141387,47.954870014125284,2.9654940797728235,1.1428526824066254,33.184400023449435,6.143107860529495,7.084278819692361
